store,dt,opening_stock
E,2023-08-31,7
F,2024-07-16,618
B,2025-04-22,322
F,2024-01-16,490
G,2024-10-02,305
C,2024-12-09,897
F,2024-10-08,596
F,2025-02-20,616
F,2024-08-18,552
B,2025-06-01,317
A,2024-06-16,195
F,2024-01-21,468
F,2025-05-13,591
C,2023-09-15,1338
D,2025-06-26,520
G,2024-08-18,251
A,2023-11-25,217
A,2025-04-22,490
B,2024-12-12,255
E,2025-04-23,434
E,2024-05-07,189
A,2023-09-26,370
D,2023-12-22,228
C,2025-05-29,990
B,2025-08-18,204
A,2023-08-04,354
G,2024-03-08,407
G,2025-05-20,645
G,2025-09-29,517
E,2025-06-05,424
B,2025-11-10,191
G,2024-10-17,239
G,2024-10-24,202
A,2024-01-06,186
G,2023-11-08,140
F,2024-08-24,616
B,2023-10-02,208
E,2023-12-20,33
F,2024-06-21,639
F,2025-10-18,564
F,2024-04-27,434
B,2025-04-08,282
G,2024-11-09,340
C,2024-03-27,804
F,2024-03-14,554
E,2025-01-06,359
B,2024-11-22,270
C,2023-12-25,1013
F,2023-08-01,835
B,2025-05-14,298
F,2024-06-29,707
C,2025-09-17,1135
B,2024-10-02,334
G,2024-04-02,388
E,2024-07-25,438
D,2023-10-18,406
C,2025-04-01,973
A,2024-01-31,74
E,2024-06-12,491
G,2025-06-10,533
C,2024-03-12,882
G,2025-06-26,469
G,2023-09-10,340
G,2024-06-24,337
D,2025-06-27,516
G,2024-08-19,247
G,2025-09-28,518
E,2023-10-13,93
F,2025-05-25,526
G,2023-11-23,155
D,2025-10-08,410
C,2024-04-11,724
G,2024-08-16,254
G,2023-08-20,228
G,2024-10-31,286
F,2024-05-22,304
C,2025-03-03,910
B,2025-03-19,303
A,2024-07-28,435
F,2023-09-30,724
C,2024-01-29,991
C,2024-12-05,825
A,2024-04-02,159
E,2024-12-14,476
C,2023-12-17,1055
F,2024-08-12,591
G,2025-02-08,218
D,2023-10-17,414
A,2024-08-04,405
D,2025-07-22,503
C,2024-03-18,843
A,2025-09-11,802
B,2024-12-02,214
C,2025-12-10,969
F,2025-12-08,393
A,2025-11-17,437
B,2025-06-14,230
B,2023-10-05,179
E,2025-01-24,469
E,2023-11-03,178
D,2025-07-11,450
D,2024-05-03,47
D,2025-02-18,350
B,2025-09-13,367
D,2023-09-21,331
D,2024-02-23,134
G,2025-11-25,549
G,2025-01-08,305
F,2025-10-17,565
F,2024-12-12,566
F,2024-06-12,579
C,2024-11-27,855
C,2024-05-23,821
D,2025-05-16,422
E,2024-05-14,457
B,2025-01-22,377
G,2023-07-21,366
E,2025-05-23,487
D,2024-12-25,455
E,2024-09-11,412
D,2025-06-12,480
G,2025-05-07,634
B,2024-01-21,71
E,2024-08-31,473
C,2025-02-13,992
B,2023-08-28,97
B,2025-12-02,61
A,2024-09-20,376
E,2024-03-16,154
G,2024-03-12,389
A,2025-10-17,619
E,2023-12-08,94
C,2025-11-27,1036
D,2023-11-03,426
G,2025-06-24,482
G,2025-11-07,649
D,2023-09-30,290
D,2025-07-19,411
A,2024-06-29,515
B,2024-11-28,231
G,2025-12-03,504
B,2024-02-21,1
D,2025-10-13,488
B,2024-10-01,341
D,2025-08-11,514
B,2023-09-20,164
F,2024-03-16,548
D,2025-03-16,512
B,2025-09-17,347
B,2025-04-15,253
F,2025-04-28,575
E,2024-01-10,142
F,2025-11-02,483
D,2025-04-13,390
D,2024-10-28,407
F,2023-12-07,600
F,2023-08-28,888
G,2023-12-09,159
E,2023-11-12,146
G,2023-12-02,102
G,2023-09-19,296
A,2023-07-24,415
B,2025-07-31,290
E,2025-09-26,509
C,2024-11-26,858
F,2024-02-13,465
G,2025-06-23,483
E,2024-12-23,437
A,2024-04-03,151
A,2023-10-19,262
C,2024-08-02,951
F,2023-08-30,874
G,2024-01-19,59
A,2024-04-24,147
F,2024-08-29,603
C,2023-11-20,1104
C,2023-10-02,1366
G,2024-04-22,251
B,2023-12-10,61
D,2024-02-01,140
B,2023-09-01,81
F,2023-07-22,790
G,2025-01-01,340
D,2025-11-13,551
A,2024-02-01,70
B,2025-10-31,247
E,2024-05-05,207
C,2023-07-25,1208
D,2023-08-21,277
C,2024-11-01,885
E,2024-03-07,207
E,2024-04-29,241
E,2025-09-13,574
E,2024-08-25,501
D,2025-05-31,446
F,2025-01-13,604
F,2024-05-17,339
C,2025-06-01,977
C,2024-09-22,887
E,2023-12-31,194
D,2025-02-03,446
A,2024-09-25,351
F,2023-10-18,742
A,2024-05-17,152
A,2024-05-19,133
B,2023-12-21,29
E,2025-05-07,458
C,2025-08-27,950
A,2024-11-26,343
C,2023-10-23,1255
C,2025-10-15,1281
A,2024-10-02,511
F,2025-02-21,608
F,2024-02-08,481
C,2025-01-11,847
E,2023-09-25,75
G,2024-06-10,305
D,2025-11-08,577
F,2024-03-25,502
G,2025-07-02,436
B,2024-04-21,95
G,2025-10-25,607
D,2024-02-02,136
F,2024-12-07,486
G,2023-09-15,318
E,2024-11-08,391
F,2025-08-22,550
B,2023-12-24,23
B,2024-12-13,248
F,2025-02-16,630
F,2025-12-04,418
F,2025-02-28,585
G,2025-10-24,608
G,2024-03-18,451
A,2025-01-07,553
A,2024-05-14,167
D,2025-03-23,484
D,2023-09-16,352
G,2025-02-06,229
B,2024-01-17,93
E,2023-11-11,147
B,2025-02-09,387
B,2024-07-21,368
F,2024-09-11,534
F,2024-08-14,580
D,2023-10-16,420
D,2025-04-06,428
B,2025-07-30,291
D,2025-07-27,492
F,2025-04-02,615
B,2024-03-04,30
E,2024-08-24,501
C,2025-05-30,984
F,2024-05-28,362
A,2025-11-05,517
E,2024-06-22,451
D,2025-09-26,477
C,2024-11-03,978
E,2024-10-21,396
D,2025-06-05,522
D,2023-12-28,302
D,2024-01-30,146
C,2024-07-16,622
C,2024-12-25,835
A,2023-10-27,321
D,2025-11-27,569
D,2025-11-11,560
D,2025-07-20,411
C,2025-03-23,916
E,2023-08-21,58
D,2025-07-24,499
A,2025-05-12,390
E,2025-11-18,536
A,2023-08-24,450
F,2025-06-25,561
G,2025-05-13,587
F,2025-01-27,536
D,2025-02-05,440
E,2024-08-10,362
A,2025-05-08,416
F,2024-07-08,660
D,2025-03-06,573
G,2025-10-09,481
F,2025-08-09,627
E,2025-03-20,493
E,2025-02-22,418
E,2025-07-05,358
A,2023-09-25,373
B,2024-03-17,56
A,2025-09-18,773
D,2025-04-05,432
E,2025-01-01,387
D,2025-08-24,553
G,2023-10-29,188
D,2024-10-10,381
G,2023-07-30,323
F,2025-04-05,604
E,2025-06-06,422
D,2024-06-24,92
C,2025-03-18,840
E,2024-03-15,163
G,2025-08-13,315
A,2023-09-29,345
C,2024-07-06,674
B,2023-09-03,67
A,2023-11-22,239
B,2024-06-02,116
D,2025-03-21,498
D,2025-06-13,470
F,2023-11-01,664
F,2025-10-22,550
E,2024-07-05,359
F,2025-04-12,652
D,2025-05-30,455
F,2025-06-09,643
A,2023-07-23,424
D,2025-01-24,402
A,2025-07-23,322
C,2023-09-03,1188
D,2024-03-18,145
F,2023-09-02,857
B,2024-12-09,271
D,2025-06-09,500
E,2025-01-20,488
B,2025-07-13,273
B,2025-04-21,330
D,2024-07-24,45
D,2024-09-06,550
A,2024-07-08,545
A,2024-08-16,355
G,2024-10-04,298
A,2024-12-03,313
D,2024-10-17,450
A,2025-01-04,563
F,2025-01-08,623
A,2024-11-07,413
D,2025-03-08,555
F,2023-12-15,543
C,2025-08-14,922
G,2023-08-03,301
F,2024-09-04,567
C,2025-04-19,881
E,2025-09-04,622
C,2024-06-26,620
A,2023-10-24,233
E,2025-02-24,506
D,2023-12-04,312
G,2024-05-07,283
D,2025-08-13,503
B,2023-08-29,89
D,2024-03-19,145
B,2025-01-26,456
G,2024-04-20,263
B,2024-09-06,258
A,2025-09-09,813
F,2024-04-21,466
G,2024-02-07,52
B,2023-09-18,180
D,2024-01-06,256
G,2024-01-20,55
B,2025-11-19,148
D,2024-09-05,550
G,2024-01-06,126
B,2024-12-03,204
F,2025-04-22,611
E,2024-07-12,410
E,2023-08-05,11
G,2024-12-11,253
A,2024-09-29,428
E,2024-03-18,140
F,2024-05-01,415
C,2025-08-19,903
C,2024-08-29,930
D,2023-09-12,274
G,2024-03-29,411
F,2024-02-04,497
F,2023-09-15,785
C,2025-02-12,993
F,2025-03-30,641
G,2024-04-19,267
C,2023-11-13,1138
C,2025-05-02,923
G,2025-08-02,360
F,2024-11-02,565
G,2025-01-31,158
A,2023-09-19,401
B,2024-05-28,143
B,2024-06-30,49
E,2024-02-16,170
A,2024-10-08,487
A,2025-05-25,434
F,2025-03-09,544
E,2024-05-15,456
B,2024-07-29,406
C,2025-07-27,1006
A,2023-12-28,233
D,2024-11-19,396
C,2023-12-12,1084
C,2025-09-12,859
B,2025-05-28,331
A,2025-06-05,362
C,2024-04-17,775
G,2024-09-29,326
F,2024-07-20,601
C,2023-09-26,1400
E,2025-10-30,439
B,2023-11-17,57
D,2025-06-30,509
C,2024-02-05,955
A,2024-06-28,517
A,2024-09-13,406
F,2024-02-20,440
D,2025-04-16,479
F,2025-05-23,539
E,2025-05-04,470
B,2025-09-03,218
E,2024-07-06,354
C,2023-10-06,1341
F,2025-08-13,603
D,2023-10-21,393
G,2025-04-11,179
E,2024-03-01,126
A,2024-07-17,511
F,2024-02-24,429
F,2024-03-12,468
E,2025-12-05,663
F,2023-10-01,720
B,2024-05-23,171
G,2025-05-21,642
E,2025-11-23,617
E,2025-09-02,630
B,2025-07-02,247
A,2025-05-05,436
C,2024-02-25,875
D,2023-10-03,277
E,2023-12-14,72
F,2025-11-30,429
E,2024-12-02,549
E,2024-04-09,147
G,2024-07-15,214
C,2025-06-28,954
C,2025-03-19,938
C,2024-03-30,794
G,2024-09-13,416
F,2024-08-08,614
F,2023-10-17,749
D,2025-01-08,512
B,2025-09-15,357
D,2023-10-26,465
E,2024-07-28,425
B,2024-04-30,163
A,2025-04-06,451
B,2023-11-13,77
B,2024-01-07,53
B,2023-09-06,52
E,2025-07-15,801
C,2025-03-11,866
A,2025-07-20,345
G,2025-03-06,260
C,2024-08-09,1024
C,2024-05-02,803
D,2025-06-11,485
C,2024-01-21,931
B,2024-07-03,133
F,2023-09-20,761
A,2024-11-24,349
G,2025-05-10,609
D,2023-11-16,376
G,2024-02-15,103
F,2024-08-31,599
E,2025-06-24,427
D,2024-02-18,158
C,2025-04-22,869
B,2025-03-11,251
G,2025-07-23,319
C,2025-02-07,1013
F,2025-05-26,520
C,2023-11-16,1124
G,2025-02-04,238
A,2024-05-02,216
E,2024-01-24,94
C,2023-12-24,1021
E,2025-03-07,452
F,2024-09-12,527
E,2025-07-20,784
D,2024-02-20,151
A,2023-12-03,166
E,2025-05-05,470
G,2024-10-22,215
A,2025-09-23,753
F,2025-10-23,546
E,2024-04-27,246
E,2023-09-28,55
D,2024-07-05,37
C,2024-05-07,763
D,2024-02-07,120
E,2025-09-25,509
G,2025-02-14,191
G,2023-09-11,333
F,2025-11-14,413
C,2025-01-05,875
G,2025-01-10,292
A,2023-11-28,196
G,2023-11-04,160
G,2024-11-03,279
B,2025-02-05,412
B,2025-04-20,233
D,2025-11-06,590
E,2023-11-26,168
C,2025-09-16,1040
A,2025-11-07,502
E,2024-02-24,148
G,2025-11-19,583
F,2025-10-05,614
D,2024-10-21,434
D,2025-07-12,448
E,2024-03-19,137
B,2025-02-24,297
G,2024-03-02,236
D,2024-05-16,71
B,2023-09-30,225
A,2024-07-03,485
B,2024-12-15,245
A,2025-05-28,409
D,2024-09-30,445
D,2025-02-21,431
A,2024-09-01,478
A,2024-08-08,393
A,2025-11-12,470
A,2023-11-02,305
D,2024-09-03,456
D,2025-06-29,510
E,2024-01-31,54
E,2024-06-02,549
D,2024-12-14,504
G,2024-07-19,287
D,2024-10-20,442
E,2024-07-01,384
C,2023-11-24,1078
B,2024-08-06,455
E,2023-09-21,94
A,2024-03-10,88
B,2024-02-19,14
C,2024-01-11,900
C,2024-03-14,867
E,2025-01-29,444
D,2025-08-16,492
C,2025-05-24,1017
E,2024-12-21,445
F,2025-08-03,570
C,2024-12-07,913
D,2023-08-15,104
C,2024-04-20,760
B,2025-07-03,240
E,2024-08-06,372
G,2025-04-28,582
D,2023-11-28,337
G,2024-08-27,201
E,2024-07-21,365
G,2025-09-16,474
C,2024-04-30,813
F,2025-02-08,573
D,2024-11-16,405
B,2024-10-06,304
B,2025-06-02,308
B,2025-05-01,284
A,2024-09-22,361
E,2024-03-26,215
D,2024-05-01,51
E,2024-10-25,374
A,2023-11-14,281
E,2023-12-01,139
A,2024-06-17,190
E,2025-01-04,377
B,2023-12-29,94
F,2024-02-09,476
G,2025-07-05,416
B,2025-08-25,285
G,2025-07-20,341
D,2024-02-19,151
G,2023-08-30,292
C,2023-12-26,1013
G,2025-09-30,508
E,2025-07-29,832
A,2025-03-25,407
A,2025-11-18,429
A,2024-07-06,465
A,2023-10-31,315
A,2025-10-08,673
G,2025-11-02,678
E,2024-03-02,119
E,2024-02-13,90
E,2025-05-14,532
C,2025-03-29,978
D,2025-05-03,498
F,2023-09-10,808
F,2024-03-05,485
G,2025-11-12,619
A,2024-11-18,361
C,2024-02-08,946
D,2025-04-18,471
F,2024-04-16,483
D,2024-01-09,236
E,2024-12-11,488
B,2025-06-25,284
A,2024-05-31,179
A,2025-03-18,346
F,2025-06-03,563
E,2023-07-30,41
F,2024-01-18,485
A,2025-03-23,316
E,2025-04-27,413
B,2023-07-31,50
B,2025-01-10,218
C,2025-09-21,1312
A,2023-08-13,407
F,2024-04-12,510
F,2023-11-27,548
G,2023-09-14,324
C,2024-03-25,813
F,2024-09-24,647
C,2025-07-16,963
G,2025-08-12,316
A,2023-10-07,306
D,2024-01-08,240
D,2024-06-16,129
A,2025-04-24,482
C,2025-01-25,959
E,2025-05-01,388
C,2024-08-15,996
D,2023-09-25,311
D,2024-03-10,186
C,2024-04-16,785
A,2023-12-30,218
C,2024-06-14,697
D,2025-05-08,466
B,2025-11-04,225
F,2024-02-12,469
C,2023-10-03,1362
F,2025-05-24,536
D,2024-10-04,423
D,2025-10-14,584
A,2024-10-12,466
F,2023-12-19,616
C,2024-04-04,766
A,2024-04-18,177
D,2025-06-20,548
D,2024-12-02,554
G,2024-05-04,289
G,2024-05-09,273
C,2025-08-01,976
A,2023-12-13,216
E,2023-12-17,59
A,2024-09-11,414
A,2024-03-14,153
C,2025-06-22,869
C,2024-06-11,712
F,2024-09-25,646
G,2024-06-22,340
C,2025-07-10,900
E,2025-08-02,811
E,2024-09-01,467
F,2025-06-11,635
A,2023-10-29,317
E,2023-07-29,44
B,2024-05-13,109
C,2025-03-31,978
G,2025-03-25,175
B,2025-06-18,212
E,2025-02-01,426
B,2025-03-12,242
D,2025-11-01,612
A,2024-02-16,91
A,2025-01-12,521
G,2025-03-18,204
F,2024-06-27,716
C,2023-07-23,1218
A,2024-07-19,502
B,2025-02-13,353
D,2025-01-04,520
D,2025-08-06,435
A,2025-01-25,438
E,2024-08-23,501
E,2024-10-18,317
F,2024-03-20,521
F,2024-02-19,440
F,2025-07-11,477
C,2023-11-04,1189
F,2023-12-10,582
G,2024-12-10,261
E,2025-02-12,473
E,2025-04-05,431
A,2025-10-10,660
B,2023-07-25,83
D,2023-09-20,332
F,2025-04-07,692
B,2025-03-17,310
G,2024-07-29,249
E,2024-09-06,439
G,2025-12-11,467
F,2025-04-01,625
B,2025-04-28,299
C,2025-01-07,872
A,2025-05-14,385
D,2024-05-12,99
B,2023-10-13,128
C,2024-09-02,905
D,2024-04-18,104
G,2025-05-26,609
B,2025-06-21,299
F,2023-12-26,592
B,2024-04-13,142
D,2025-11-25,574
G,2025-02-12,208
F,2025-08-07,639
E,2024-05-31,561
D,2025-04-22,448
F,2024-02-27,417
G,2024-09-21,371
C,2025-03-05,901
E,2023-08-02,25
G,2025-09-19,562
A,2023-09-23,377
F,2025-11-15,407
D,2025-11-10,564
A,2025-06-23,468
A,2024-09-24,352
G,2024-09-12,421
B,2024-10-03,324
C,2024-08-28,937
F,2023-09-27,737
D,2024-02-11,198
G,2025-05-25,614
G,2023-12-08,167
E,2023-07-24,67
B,2023-09-26,254
C,2024-03-15,861
B,2025-09-29,298
G,2024-01-25,129
G,2024-01-02,155
A,2025-09-05,827
D,2025-01-17,449
F,2024-03-28,485
F,2025-08-21,559
D,2025-09-07,493
A,2023-11-05,301
B,2024-04-06,64
B,2025-08-05,277
B,2025-10-04,373
E,2024-09-26,340
D,2025-01-22,421
F,2025-05-09,514
E,2025-02-28,482
G,2025-10-26,605
F,2025-01-25,547
D,2024-10-18,448
D,2024-04-11,131
C,2025-08-09,946
E,2025-03-28,459
G,2023-11-19,76
B,2024-07-23,455
A,2023-08-06,347
G,2024-10-19,235
F,2023-10-11,679
E,2023-12-30,194
C,2025-09-15,946
A,2025-05-13,390
D,2024-06-14,138
B,2024-04-26,176
F,2024-08-06,523
G,2025-09-01,433
F,2025-05-06,529
C,2024-03-28,804
C,2023-10-08,1337
F,2024-11-26,537
G,2023-11-28,133
A,2025-04-27,470
A,2025-10-11,655
C,2024-02-26,871
C,2025-04-25,957
G,2024-09-02,170
E,2025-03-06,454
F,2025-07-07,506
G,2024-05-13,361
D,2024-07-10,14
D,2023-09-23,321
D,2024-10-16,351
E,2023-11-30,144
F,2024-08-03,536
G,2024-08-17,252
E,2023-07-31,31
B,2024-08-28,315
F,2024-04-18,476
A,2023-09-02,494
B,2024-07-10,106
B,2025-02-10,377
B,2023-08-12,96
E,2024-11-23,602
B,2025-08-31,239
B,2025-08-26,279
E,2025-03-18,506
G,2025-10-07,490
F,2024-07-03,683
F,2025-04-11,661
G,2024-11-07,349
D,2023-11-22,350
E,2024-10-28,456
E,2024-02-23,148
B,2025-09-07,195
E,2024-03-25,122
G,2024-03-14,374
D,2025-11-20,499
B,2025-05-03,370
B,2024-04-27,174
E,2023-12-02,131
B,2025-10-24,268
C,2023-10-27,1248
F,2024-02-03,504
F,2025-09-24,580
F,2025-09-01,494
G,2025-03-31,144
B,2025-05-21,356
D,2024-01-15,199
D,2024-08-30,477
G,2025-11-23,557
E,2023-12-13,73
F,2023-08-20,931
A,2023-07-28,395
D,2025-05-24,475
A,2024-09-21,371
G,2024-10-10,262
D,2024-09-19,501
A,2024-09-05,446
C,2025-07-07,906
B,2025-10-25,267
C,2025-08-06,957
E,2023-12-21,28
B,2023-10-30,45
C,2025-04-03,959
D,2025-03-24,477
D,2024-09-01,465
E,2025-09-29,492
G,2024-07-06,267
F,2024-02-18,441
F,2025-06-07,545
G,2025-08-14,310
D,2025-06-03,534
D,2024-09-17,508
E,2024-01-20,113
F,2024-03-29,482
G,2025-11-03,670
F,2025-10-03,626
A,2024-01-07,182
F,2024-07-13,634
G,2024-12-22,295
B,2025-11-23,121
G,2023-10-03,220
C,2023-07-24,1214
A,2024-03-29,181
F,2024-07-05,676
E,2025-06-29,399
A,2024-10-05,498
E,2024-06-16,474
C,2025-08-04,973
G,2025-05-18,661
B,2024-02-24,79
C,2025-01-17,809
G,2024-04-05,373
E,2024-06-07,523
C,2025-04-07,944
C,2025-10-20,1260
E,2024-09-20,357
A,2024-08-28,389
D,2023-08-04,156
C,2025-07-05,917
D,2023-08-17,190
D,2025-09-13,461
A,2025-07-05,424
B,2024-02-15,30
F,2024-01-31,527
B,2023-07-28,66
G,2025-01-29,174
C,2023-12-21,1036
G,2023-10-26,207
A,2025-11-11,479
E,2023-08-23,49
A,2025-06-07,353
F,2024-03-18,533
F,2025-03-06,554
C,2023-08-13,1211
C,2024-05-18,838
D,2023-08-10,138
F,2025-08-12,609
E,2025-02-04,410
G,2023-12-03,95
G,2024-12-29,357
E,2025-03-13,529
B,2024-09-16,308
E,2024-05-28,489
B,2024-05-20,189
E,2025-08-15,721
B,2023-10-15,112
D,2024-12-20,486
B,2025-08-28,267
C,2024-05-04,787
G,2025-11-09,637
G,2023-10-22,230
G,2023-09-16,314
C,2025-02-05,1021
D,2025-03-05,580
A,2025-08-04,366
C,2025-08-30,932
D,2025-04-04,438
G,2025-09-07,413
D,2024-07-23,53
C,2023-11-21,1094
B,2023-08-02,40
A,2025-12-03,441
A,2024-08-09,387
D,2025-11-30,652
E,2024-04-12,138
D,2024-04-16,113
F,2025-09-15,528
A,2025-08-08,346
B,2024-05-12,119
B,2024-02-09,60
G,2025-02-23,220
F,2024-06-08,306
G,2024-04-21,254
B,2025-04-05,302
F,2025-10-09,592
D,2023-12-02,320
G,2023-09-26,264
G,2023-09-25,266
E,2024-05-13,357
C,2024-02-04,965
A,2025-11-06,511
G,2024-12-07,280
E,2024-06-01,551
B,2024-12-22,215
F,2024-08-01,536
A,2025-02-16,426
C,2023-09-12,1250
E,2024-02-01,154
F,2024-08-25,608
E,2024-04-02,178
E,2024-06-09,511
E,2025-04-18,456
D,2025-06-07,516
A,2023-07-22,425
E,2024-09-02,466
E,2025-04-20,448
E,2025-04-06,430
E,2024-11-04,415
A,2025-03-21,329
G,2024-08-29,191
D,2023-09-03,231
E,2023-10-01,48
F,2023-08-25,895
C,2024-11-17,915
C,2025-11-30,1020
E,2024-09-28,436
E,2023-12-12,79
G,2025-04-08,201
B,2024-05-22,181
F,2024-11-18,495
B,2024-11-16,311
A,2024-12-24,407
C,2025-01-15,821
B,2025-03-06,261
C,2023-10-01,1371
F,2025-07-09,493
G,2023-10-06,205
C,2025-04-05,948
G,2025-05-19,652
G,2025-10-12,567
G,2024-10-27,293
G,2025-02-11,212
C,2024-10-10,896
C,2025-09-11,866
F,2024-02-29,513
B,2024-01-24,61
B,2025-10-15,319
A,2024-11-16,377
C,2025-05-03,923
E,2024-06-19,465
G,2023-10-10,200
A,2023-09-17,413
B,2024-12-11,259
G,2025-12-02,510
A,2024-09-07,441
A,2024-02-07,130
B,2025-11-17,161
G,2025-01-26,194
E,2025-08-21,687
E,2025-11-27,596
D,2024-03-20,143
E,2024-05-27,494
G,2024-12-21,299
G,2024-06-23,340
A,2024-02-22,57
C,2025-09-30,1256
B,2024-11-26,250
F,2023-11-30,633
E,2024-04-30,235
A,2025-11-27,481
F,2024-03-07,480
E,2025-02-25,500
C,2024-05-21,834
F,2025-03-27,653
A,2024-07-22,480
G,2025-08-07,342
A,2025-04-09,438
A,2025-08-31,757
F,2024-04-11,513
G,2024-06-09,315
G,2024-02-20,80
G,2024-01-14,85
A,2025-03-16,356
F,2024-07-12,643
G,2023-07-25,352
C,2025-07-22,1028
C,2025-12-01,1010
E,2024-11-16,641
A,2025-07-10,398
D,2024-05-28,113
B,2025-07-27,301
B,2023-11-24,130
G,2025-08-17,293
D,2024-12-15,504
F,2025-09-16,519
F,2024-12-05,495
G,2025-07-06,414
B,2025-01-05,241
A,2024-05-24,117
D,2024-02-09,208
A,2025-09-14,794
G,2023-11-29,125
D,2024-04-05,69
A,2024-06-01,176
E,2024-09-09,429
G,2023-09-21,284
D,2025-08-21,567
G,2024-08-05,210
D,2025-05-17,422
E,2025-07-14,804
E,2025-04-19,448
A,2025-07-31,384
G,2025-11-26,545
C,2023-09-02,1197
G,2025-03-27,168
C,2024-11-28,850
D,2024-02-05,127
A,2025-05-02,449
G,2025-06-28,452
E,2025-02-20,435
A,2024-10-28,376
B,2024-11-25,253
F,2025-02-10,563
C,2023-11-22,1092
E,2023-08-08,0
A,2023-12-21,175
A,2024-03-20,125
D,2024-10-11,381
E,2025-09-08,600
G,2025-01-02,332
F,2024-08-30,603
E,2024-06-28,406
G,2023-10-16,164
G,2024-01-21,51
D,2024-02-10,204
D,2024-05-14,90
E,2025-02-23,512
A,2024-01-09,174
F,2024-05-23,396
C,2025-05-05,1013
